source,target,transaction_volume_millions,dependency_strength,lead_time_days,payment_terms_days,contract_duration_months
S_012,M_062,16.433506882591644,0.05605660416921302,12.551890348192636,45,36
S_012,M_066,39.236363004283746,0.42479494897686937,0.8000379275484915,90,12
S_012,M_067,14.466135064547958,0.11533224621946021,6.018147647348027,30,12
S_012,M_077,35.16240852734895,0.03849902707376485,12.332546873606582,30,24
S_012,R_013,18.742107947040733,0.48263507984484855,7.258331371972917,45,24
S_012,R_078,51.452829544623235,0.3093797943846008,1.2126339246159796,90,12
S_012,R_107,17.90882303270053,0.5038187871926668,30.878644839520348,60,24
S_012,R_114,94.15249824755173,0.4698697606370519,34.40228710819214,90,12
S_013,M_001,27.21889130978206,0.4522042580179141,20.748676090977163,45,12
S_013,M_011,16.370213335203847,0.32475452645423947,7.2746283907053675,30,24
S_013,M_022,15.374055522650721,0.6799027678205304,6.676596251863188,60,12
S_013,M_033,9.569615890161252,0.10133086160447032,14.33235094070157,90,12
S_013,M_037,29.83326388085258,0.319413731813845,2.651286141446346,45,6
S_013,M_054,38.709403956214764,0.23678046769423802,5.90099612053069,45,12
S_013,M_055,5.793862796181445,0.6912802148782109,24.986329183848586,30,12
S_013,M_058,16.95829534633918,0.14049306836016304,7.674383394583256,30,24
S_013,M_073,14.66993928995285,0.5676786306597055,15.38982701836523,60,24
S_013,M_079,8.459564613714209,0.19181114594684198,14.026905283057738,60,12
S_014,M_002,3.3954690349450196,0.30664427201187394,25.679482355032377,30,12
S_014,M_004,7.0920119728664055,0.4218300393832289,6.360772448645684,45,6
S_014,M_005,1.5418693983397216,0.5865952394537347,14.578844299275431,60,24
S_014,M_012,6.954073163951833,0.5711839251208501,12.114118650980522,30,24
S_014,M_025,26.73053814830846,0.11109106468815264,9.904720640418093,45,24
S_014,M_049,2.7369887279771405,0.24410188039632583,23.366900260690468,60,24
S_014,M_062,8.63787020472417,0.6674602391484445,4.4334353656363366,60,12
S_014,M_069,5.052973842589682,0.36827194847770345,11.154338121157934,45,36
S_014,R_055,11.096760959142172,0.3568711025596907,6.3376345641814025,45,24
S_014,R_082,16.238743432414584,0.28834578937870786,13.32905369350112,30,12
S_014,R_092,6.291728996498838,0.49248013048765316,6.257098913199245,60,12
S_015,M_000,68.58746031659763,0.43939316588422045,6.351667098420565,45,12
S_015,M_004,22.937332476197383,0.7350193130153486,13.434860091497482,30,36
S_015,M_028,32.522633515215034,0.561523196720226,18.909911203772218,30,12
S_015,M_030,61.55706155530851,0.5210018059654127,2.124797290846648,60,24
S_015,M_032,118.30491641610064,0.5702889049798783,12.327754770970499,90,6
S_015,M_065,30.007789473493954,0.4493290323560435,1.4621042770980985,60,6
S_015,M_070,63.882689321001315,0.19021553687360435,18.62958552087521,60,24
S_016,M_009,8.495904999025141,0.36686765256491766,7.913822962562584,45,12
S_016,M_010,6.842992111298618,0.2723628205160493,10.776259460031808,45,24
S_016,M_018,6.0865393201483675,0.13136402928879284,17.777672097563833,30,24
S_016,M_033,4.300737395595391,0.4145624042255481,3.2891625369415656,30,6
S_016,M_039,5.133604259305039,0.5066229877705046,1.5312174762092623,30,12
S_016,M_043,9.404311369172168,0.3015435724841258,5.940973514385181,90,12
S_016,M_046,10.68400821791659,0.7486558093492646,7.302540009989984,30,6
S_016,M_055,5.392534472522324,0.9131068574564369,2.448622783789594,45,24
S_016,M_063,26.44843909870129,0.30843614370803635,13.735961140539473,60,24
S_016,M_067,2.9142214943844005,0.6881635479583199,14.091477711026473,30,6
S_016,M_068,17.83625586475499,0.35756058711374106,6.084283427484384,45,12
S_016,M_079,21.350242948813268,0.5569481605329687,7.891175790260184,30,12
S_016,R_002,6.475757205719832,0.2038155668069075,0.57789949788392,30,12
S_016,R_035,20.199216749653957,0.01207860664181458,9.679342485254757,45,24
S_016,R_094,9.57717530673104,0.2758452750972225,13.971220661709175,45,12
S_016,R_116,5.857165673566368,0.44310972750561417,17.51570616941582,60,6
S_017,M_002,24.92196397093999,0.10636756420681404,12.900834882894717,30,36
S_017,M_011,47.35788744653976,0.33650007306225366,14.89939063082796,60,6
S_017,M_013,30.135476811733987,0.3424775360066759,6.3694691769722,45,6
S_017,M_019,21.028279152442693,0.43352062569611655,7.284512328459327,30,12
S_017,M_030,34.298611997988175,0.36978959964110986,1.3147656408607444,30,6
S_017,M_034,24.57050744894963,0.6280235106442815,25.45475133131734,60,12
S_017,M_036,47.93743710435858,0.4574928472303891,10.863844704414285,90,12
S_017,M_038,48.998078746874555,0.23913769265174117,26.263938669590935,30,6
S_017,M_041,12.29693824658901,0.3056393561711735,5.984786638520385,30,12
S_017,M_046,77.74737517828498,0.43335165165805517,9.096854807706977,90,24
S_017,M_052,26.95965373377789,0.37326429388967086,1.7552496011851846,60,12
S_017,M_057,16.15357504011224,0.6822549478335388,13.106205922487,90,6
S_017,M_060,31.371103769495463,0.36443990055421954,2.408629799903105,60,12
S_017,M_072,20.02436643736055,0.27534337435519013,4.64843522150236,45,12
S_017,R_059,84.45291407456625,0.2420714882307834,8.093938537462419,45,36
S_018,M_009,37.89026564457475,0.42938464323639114,3.6706479045854685,60,24
S_018,M_033,25.78299050888465,0.28332205099879315,15.296672887850796,45,12
S_018,M_054,55.809480193075665,0.13731849851345101,8.00511808503752,60,24
S_018,M_068,121.77365250682452,0.45291750948865794,11.750340607623686,30,12
S_018,M_070,97.53415858842803,0.5790699288329038,15.920683675679419,30,6
S_019,M_005,3.160881717904612,0.3460302798402738,6.486862996864886,45,12
S_019,M_006,1.0919686643284368,0.40941083121784266,28.771244422444813,90,12
S_019,M_017,2.9429390629864214,0.05015860988377072,10.119676759055654,45,12
S_019,M_020,3.1487808620035973,0.31232606936115226,22.209647777663704,30,6
S_019,M_025,8.006004472708241,0.6212699997199115,6.56668767620988,30,6
S_019,M_028,8.178538114870568,0.38697288594947393,13.661531077010348,60,12
S_019,M_036,6.376257790830899,0.1596100301396891,3.6752740533687844,30,36
S_019,M_052,2.044423932460064,0.4113861529667625,1.5248007429469959,45,12
S_019,M_053,1.3599586548838873,0.5073265682397275,14.146301950730336,45,36
S_019,M_064,1.6594904606325906,0.31354849044028443,2.385540993685055,60,6
S_019,M_072,2.9609600108207625,0.6271636533962508,2.5082361823274106,45,12
S_019,M_076,12.799274376476653,0.6658281690257196,11.415221079819757,60,24
S_019,R_054,3.1811298564383925,0.5558630566971967,5.973014143521132,45,6
S_019,R_056,1.1369356765298806,0.2353024373781014,1.481130355065349,45,12
S_020,M_002,17.23089832215832,0.1617286632858559,14.390344831054055,30,12
S_020,M_006,16.46481434234287,0.22407818907440288,8.516269823551788,45,12
S_020,M_026,80.95492112801006,0.4773215818106921,9.552221445874869,30,36
S_020,M_037,46.21424257631214,0.2899102759254938,0.8377476253798684,30,24
S_020,M_042,77.55593671830546,0.4051995861524513,10.387734948605203,60,12
S_020,M_067,36.37874433895753,0.3967923001877383,4.049108075611205,30,12
S_020,M_073,38.88292701015526,0.5976841957307891,2.731866297497098,45,36
S_021,M_006,8.733626806618926,0.3300231314570094,7.232819426401339,45,6
S_021,M_009,5.285595934276656,0.2847633211637717,3.556319383296911,30,12
S_021,M_013,8.5466438062448,0.5111112480723133,3.0016291224126967,45,24
S_021,M_026,3.897239461017966,0.1775623555501645,1.4336758821685995,45,12
S_021,M_027,25.881224405463293,0.4262292552755092,13.333450342642017,60,24
S_021,M_031,6.674219892284346,0.9074852863131084,0.38894443041198073,60,12
S_021,M_037,5.249185658318116,0.35474610237820076,11.127500217829574,60,36
S_021,M_046,8.728856118746767,0.5153962119512739,15.0669915791077,60,12
S_021,M_063,31.357707810668558,0.5889856019761444,18.663171430857744,30,24
S_021,M_066,30.600268878434353,0.2612580835457996,16.606801852033414,30,24
S_022,M_021,15.208491832764789,0.4402699267434168,4.048656491958278,90,24
S_022,M_043,21.591313419725978,0.19909811343341768,7.077636727984196,45,24
S_022,M_074,30.513954855801586,0.3335451173395474,11.906503477411016,45,36
S_022,R_111,52.021669739045606,0.6533397258419686,8.169444515866083,45,12
S_023,M_000,17.513083160509396,0.3163109228222398,4.356018299626707,45,12
S_023,M_003,15.756260850826267,0.9096559364056328,10.607203941326603,30,24
S_023,M_004,8.621642338382195,0.25992298789405816,2.759913413224257,45,36
S_023,M_016,7.802515162624602,0.11413575349549993,0.8545168240872719,60,24
S_023,M_032,20.39242424204786,0.29944383135179065,2.1188129478036153,60,12
S_023,M_034,8.74044305857019,0.43761545729177265,13.214169858598666,30,36
S_023,M_036,28.965315288195633,0.5688620775098334,6.354700589813671,60,24
S_023,M_045,11.204266838300013,0.24488171666162037,8.398187106494726,30,12
S_023,M_060,10.004754033407695,0.4097416203239478,3.792856174428155,30,24
S_023,M_061,4.71848766147087,0.6064133414441064,4.8191916363306495,30,36
S_023,M_062,15.96959203102561,0.2720520023704935,13.109715878895642,60,12
S_023,M_065,9.66049436862209,0.3912198005417613,6.752646959185381,45,6
S_023,M_068,26.62096597870935,0.15863976314286843,11.196963021158323,90,6
S_023,M_071,7.179587135475832,0.23650351650105803,12.588727541153242,60,12
S_023,M_079,10.797576159787342,0.4032398270631014,1.1844636131670518,45,12
S_023,R_007,16.08655381620754,0.3822092703836785,17.17032022982422,90,12
S_024,M_017,12.673201124823992,0.5840644816870173,14.740218022646129,30,36
S_024,M_039,13.377729815198846,0.5912388194571861,5.986936388850655,30,36
S_024,M_042,22.096878299400885,0.11933527841347996,4.862716657034492,45,12
S_024,M_048,83.59967137330429,0.09265436055610346,0.9559433704453019,45,6
S_024,M_049,3.7398893802337834,0.372370392347501,2.6108872692174545,45,6
S_024,M_055,8.80431896945162,0.33168905288298905,8.619215431855924,60,12
S_024,M_056,22.44530863331158,0.34130855961104,2.954303186869201,30,12
S_024,M_057,6.850444431295927,0.2696654992127869,27.769682625988818,60,12
S_024,M_063,38.53575048665163,0.18112447852546332,17.063098611202655,45,24
S_024,M_068,169.09370042445207,0.35369565452134333,8.394127326451573,30,24
S_024,M_073,3.391684350162172,0.3739305665158474,16.883278144352307,60,24
S_024,M_078,24.752524292107978,0.2768967684020486,9.672975494869268,90,36
S_024,R_054,6.3420021039322565,0.1881982319914491,4.131045113475711,30,6
S_024,R_082,27.443116165493343,0.34281574148264066,1.19542989948454,30,12
S_024,R_090,45.99219398980017,0.32208245287513826,11.018095843269386,45,24
S_025,M_000,11.955027349057774,0.41739463922706527,19.29437764623723,45,24
S_025,M_006,1.8701177385273886,0.5006435235412295,18.271017458481232,45,36
S_025,M_007,2.442326830790193,0.3686046885747763,2.8213754860414437,45,24
S_025,M_011,1.8609539687322358,0.761595341288559,4.4311831498317265,30,12
S_025,M_012,2.843073202857856,0.38361665380842314,19.8518714705654,30,12
S_025,M_025,11.959683782485088,0.05823938978693691,13.446671991544816,45,24
S_025,M_026,0.8113607923449847,0.35868189901872505,0.9886839567780825,60,24
S_025,M_031,8.707013296552546,0.08828150493915077,0.5246552506874936,45,36
S_025,M_035,0.9749470547473846,0.42352819733717256,2.010040491002929,30,24
S_025,M_040,8.148860295754767,0.5459425341617103,13.329105049086316,60,12
S_025,M_047,4.00474001576297,0.4179008810602205,42.64911597094149,90,24
S_025,M_058,5.117159586984598,0.32526467596547204,11.996345124224678,60,24
S_025,M_065,5.5223109504413515,0.380124328306886,7.648180072694459,60,12
S_025,R_073,12.215798032971552,0.0685922213404592,23.874121639571886,45,24
S_026,M_002,28.928343904787397,0.11873353751182597,26.334846639561142,30,12
S_026,M_008,35.18936182330391,0.22850031431614212,14.348899945015772,30,24
S_026,M_021,79.25901155036053,0.3611367805445287,11.689615169684354,90,12
S_026,M_029,17.22973185375949,0.35162036834128274,17.670058384109126,30,12
S_026,M_030,59.520235447566584,0.25821834562268975,1.600890121104934,60,24
S_026,M_034,21.819390620091564,0.298523614314249,17.838990317754476,30,12
S_026,M_041,24.672818772460595,0.24621209836789373,0.7768109077948994,30,12
S_026,M_045,50.05233525050939,0.29708888710648074,7.147669570333415,45,6
S_026,M_050,28.2843398102608,0.5621352369389081,0.5676052663012503,30,6
S_026,M_056,34.44068469370331,0.48654226507695525,22.685172181366624,30,6
S_026,M_059,10.685738580052968,0.33439029963831196,14.793673717702331,45,12
S_026,M_061,20.519781499377626,0.3754177004165065,15.934485811405189,45,24
S_026,M_075,68.52148032685349,0.792294903880524,5.740025803664135,30,24
S_026,R_013,35.375065456099804,0.33370057781080487,1.0260127434283772,60,12
S_026,R_107,25.97075416970759,0.7839191603696043,11.134309934768643,30,12
S_027,M_004,85.89789344916399,0.6781339613990998,16.06244549091158,30,36
S_027,M_015,31.26432744647612,0.6375197515827735,4.404880054385426,60,24
S_027,M_018,38.11025905463904,0.5135907982648149,20.21571919006839,30,6
S_027,M_023,222.5563881752452,0.4199944997781692,12.08536683005089,30,36
S_027,M_032,219.06051118231846,0.4394843091670208,15.610089813673655,30,12
S_027,M_040,139.57145119729176,0.3867138958575753,21.900295468238955,60,6
S_027,M_052,22.520104833604805,0.1592722499719125,3.5325519714481373,45,12
S_027,M_063,195.88191735843304,0.5206146058818497,3.491913973949364,30,24
S_027,M_064,22.917697719537635,0.41610994458164774,3.8746875904040508,30,6
S_027,M_071,41.747767391401595,0.2402705180543553,4.171603982726726,45,36
S_027,R_002,26.90925866242471,0.6091991493919688,5.097752369369576,60,24
S_027,R_101,72.78910985404278,0.39798146342835666,7.039449772460936,30,6
S_028,M_008,36.17784470225823,0.30209813712967554,17.242071659288687,30,12
S_028,M_021,11.023432031985994,0.4283751352859903,13.186281438674062,30,12
S_028,M_024,40.955936083819395,0.2549504159780839,14.763429082900668,45,12
S_028,M_035,8.600434047399148,0.4444775876908842,3.148285832341324,60,24
S_028,M_040,57.48145882346047,0.6250228972772293,17.9500236035754,90,24
S_028,M_048,45.51842850221024,0.2642541842435079,4.258007856291127,90,24
S_028,M_053,34.13427845368186,0.13795047060826895,1.6318798446395566,60,24
S_028,M_066,47.98889519074304,0.4950046705146744,3.4553355131570673,30,12
S_028,M_067,10.500210062581942,0.4876110313300794,17.376893489483184,30,24
S_028,M_068,91.48053505333287,0.13847358790961833,14.887412107303515,30,36
S_028,M_069,29.318392560656044,0.19604653135819056,1.298245575289076,30,6
S_028,M_070,67.68764926715302,0.6430695695857225,21.93440225329903,45,12
S_028,M_072,29.008503514264206,0.626878512625963,5.06715602827555,90,6
S_028,R_032,18.85305702731524,0.2447747644143385,7.215990759059798,30,24
S_028,R_035,30.747261069431296,0.6531913036568253,9.47507769359987,45,24
S_028,R_079,38.059736458140065,0.2527961135014944,3.88556593628866,60,6
S_029,M_031,32.21286459305011,0.48022596383394334,11.893025574706794,45,24
S_029,M_041,49.72936482072148,0.30144837452249423,3.548005986319758,30,36
S_029,M_042,35.076640451752624,0.08854718097019651,18.563336834052446,30,24
S_029,M_044,95.19632205452938,0.3907203913347876,3.04318783349256,45,12
S_029,M_064,9.037159225029312,0.294918751563958,14.300828320895631,30,24
S_029,M_065,35.35941456156626,0.4757075097214088,14.877544527238111,30,6
S_029,M_076,32.74636430771911,0.6141192881695438,11.589081839266376,45,12
S_029,R_090,62.604544931989096,0.25191316052440155,0.5623271910506733,60,12
S_030,M_005,2.0348565478109584,0.558314096457223,7.850593579472943,90,12
S_030,M_010,5.557579149495983,0.5350283760712823,7.7394976201527275,30,24
S_030,M_015,3.841047970977379,0.6096182817857569,9.79576020907259,30,12
S_030,M_022,7.647920201450611,0.25472505888265456,5.70472926607403,30,6
S_030,M_032,5.557444316672869,0.3831045374244693,13.828988644230542,45,24
S_030,M_035,2.9160629545754273,0.5996971403056496,5.3863809386540495,30,12
S_030,M_041,2.974377706502174,0.3480021596339545,1.331397506512666,30,6
S_030,M_043,3.2746529119228716,0.3958468453826156,1.0002091836618812,30,36
S_030,M_045,3.66569046063808,0.529624051840542,7.547271384232306,30,6
S_030,M_055,3.21640073242238,0.4372461176626335,11.304394188945246,60,12
S_030,M_061,5.262509412958206,0.3195386275672511,10.798006859269403,45,12
S_030,M_063,19.219537729387213,0.17143233066324973,4.625608617780292,45,6
S_030,M_064,2.8072630407596657,0.5227246958664273,11.691784280395439,45,24
S_030,M_072,9.17006130893402,0.6899584583132685,3.917849393325527,60,6
S_030,R_079,10.53727550762752,0.24161747228643146,16.33325113946377,30,6
S_030,R_112,10.829359449832937,0.46404199530335066,14.095684980866373,30,36
S_031,M_017,60.18164388200168,0.42424934137910697,12.881545990931063,30,24
S_031,M_019,21.914977443678964,0.2177261015152041,6.666696686332035,30,12
S_031,M_020,30.828384187494443,0.2407447140405755,4.114489729799356,60,12
S_031,M_027,73.53855539563175,0.28603973725153553,12.762948175530758,90,24
S_031,M_028,50.34863144424734,0.5170653844905702,12.81518184161434,60,36
S_031,M_039,24.23773114131516,0.6412379314675922,12.221395785376824,30,12
S_031,M_057,21.438438507552313,0.32335405646933746,2.8557549384977463,60,24
S_031,M_070,37.562548480372435,0.2831784909447871,9.553374538655284,60,12
S_031,M_079,60.15237532580041,0.1860934258320701,19.391419684777734,30,24
S_031,R_043,31.717931571665684,0.18674035741337497,5.247013913922065,30,6
S_031,R_097,46.16361257155993,0.6317340678893725,6.876023919293324,45,6
S_032,M_017,21.299232985208864,0.3410569719020249,23.568366970635424,45,24
S_032,M_051,9.487892889818148,0.38857430102725393,4.686847586160582,45,6
S_032,M_053,3.574191846092929,0.32444740234203034,5.864604550455622,45,6
S_032,M_060,38.55787209262548,0.2553665378754496,11.382793443275421,30,12
S_032,M_061,2.7559962304134924,0.32194359459505134,1.7332276985270947,30,36
S_032,M_072,6.354002869731715,0.3689825230409913,11.123031869385274,45,12
